Species.name.standardized.TPL.2016,Leaf.Area..mm2.,Nmass..mg.g.,LMA..g.m2.,Plant.Height..m.,Seed.Mass..mg.,SSD.combined..mg.mm3.,Accepted_name_TNRS2022,coment,growth_form,growthform_source
Persicaria vivipara,260.08,30.949,63.624,0.126,2.1462,0.211,Bistorta vivipara,original_Diaz,herb,GIFT
Petrea volubilis,6518.21,19.681,62.327,4.2,33.08,0.455,Petrea volubilis,original_Diaz,shrub,GIFT
Petrorhagia prolifera,58.25,21.237,56.721,0.272,0.3039,0.216,Petrorhagia prolifera,original_Diaz,herb,GIFT
Peucedanum cervaria,28881.5,27.532,94.697,0.63,4.2757,0.243,Peucedanum cervaria,original_Diaz,herb,GIFT
Peucedanum oreoselinum,3998.35,14.247,62.092,0.608,3.9649,0.229,Peucedanum oreoselinum,original_Diaz,herb,GIFT
Peucedanum ostruthium,6822.57,32.874,39.975,0.525,1.2,0.216,Peucedanum ostruthium,original_Diaz,herb,GIFT
Phalaris arundinacea,2344.28,22.154,45.912,1.342,0.669,0.129,Phalaris arundinacea,original_Diaz,herb,GIFT
Phaseolus vulgaris,3074.78,36.811,47.197,0.794,303.1799,0.2,Phaseolus vulgaris,original_Diaz,herb,GIFT
Phillyrea angustifolia,187.84,12.486,209.577,2.285,9.1289,0.558,Phillyrea angustifolia,original_Diaz,shrub,GIFT
Phillyrea latifolia,197.62,15.478,153.768,7.83,14.9019,0.7,Phillyrea latifolia,original_Diaz,shrub,GIFT
Phleum alpinum,463.49,18.988,58.715,0.178,0.3585,0.327,Phleum alpinum,original_Diaz,herb,GIFT
Phleum phleoides,359.98,14.7,54.254,0.363,0.1396,0.461,Phleum phleoides,original_Diaz,herb,GIFT
Phleum pratense,582.05,19.043,44.571,0.609,0.3971,0.28,Phleum pratense,original_Diaz,herb,GIFT
Phlox speciosa,65,19.04,99.01,0.05,4.7859,0.337,Phlox speciosa,original_Diaz,herb,GIFT
Phragmites australis,1616.36,22.462,69.859,0.847,0.4007,0.24,Phragmites australis,original_Diaz,herb,GIFT
Physoplexis comosa,574.01,33.618,52.618,0.091,0.0832,0.2,Physoplexis comosa,original_Diaz,herb,GIFT
Phyteuma betonicifolium,1157.91,39.35,28.389,0.247,0.0384,0.158,Phyteuma betonicifolium,original_Diaz,herb,GIFT
Phyteuma hemisphaericum,46.81,27.402,61.561,0.098,0.1,0.218,Phyteuma hemisphaericum,original_Diaz,herb,GIFT
Phyteuma orbiculare,316,28.52,31.379,0.323,0.1868,0.19,Phyteuma orbiculare,original_Diaz,herb,GIFT
Phyteuma ovatum,2663.47,35.608,14.765,0.403,0.1039,0.157,Phyteuma ovatum,original_Diaz,herb,GIFT
Phyteuma scheuchzeri,710.97,18.918,53.148,0.211,0.04,0.198,Phyteuma scheuchzeri,original_Diaz,herb,GIFT
Phyteuma spicatum,1272,29.812,20.182,0.436,0.1481,0.159,Phyteuma spicatum,original_Diaz,herb,GIFT
Phytolacca americana,6900.2,42.14,86.537,2.402,6.3503,0.142,Phytolacca americana,original_Diaz,herb,GIFT
Picea abies,31.72,12.358,225.178,40.688,6.4432,0.424,Picea abies,original_Diaz,tree,GIFT
Picea engelmannii,29.39,9.982,311.588,35.294,3.2352,0.35,Picea engelmannii,original_Diaz,tree,GIFT
Picea glauca,23.72,10.637,239.173,25.835,2.4515,0.45,Picea laxa,original_Diaz,tree,GIFT
Picea jezoensis,16.12,15.546,106.007,32.404,2.7601,0.38,Picea jezoensis,original_Diaz,tree,GIFT
Picea mariana,30,8.379,296.521,19.76,1.1325,0.388,Picea mariana,original_Diaz,tree,GIFT
Picea rubens,16.5,11.45,289.855,29.27,3.3037,0.41,Picea rubens,original_Diaz,tree,GIFT
Picea sitchensis,17.99,11.175,202.548,55.113,2.3678,0.382,Picea sitchensis,original_Diaz,tree,GIFT
Picramnia latifolia,5689.93,23.416,75.281,13.973,70.5134,0.7,Picramnia latifolia,original_Diaz,tree,GIFT
Picris hieracioides,1433.71,26.876,35.739,0.452,1.0665,0.157,Picris hieracioides,original_Diaz,herb,GIFT
Pilosella lactucella,273.32,17.37,36.491,0.163,0.1,0.165,Pilosella lactucella,original_Diaz,herb,GIFT
Pilosella officinarum,331.39,16.845,56.682,0.111,0.1279,0.142,Pilosella officinarum,original_Diaz,herb,GIFT
Pilosella piloselloides,554.3,12.758,37.448,0.249,0.72,0.201,Pilosella piloselloides,original_Diaz,herb,GIFT
Pilosella portae,1189.74,25.185,40.263,0.031,0.3847,0.165,Pilosella portae,original_Diaz,herb,GIFT
Pimpinella major,8294.89,24.585,49.175,0.62,2.0395,0.195,Pimpinella major,original_Diaz,herb,GIFT
Pimpinella saxifraga,1067.36,24.231,57.852,0.326,1.1514,0.217,Pimpinella saxifraga,original_Diaz,herb,GIFT
Pinguicula vulgaris,177.31,17.283,24.154,0.058,0.0183,0.134,Pinguicula vulgaris,original_Diaz,herb,GIFT
Pinus aristata,31.5,9.723,90.009,12.814,21.195,0.56,Pinus aristata,original_Diaz,tree,GIFT
Pinus banksiana,100,12.329,243.902,22.643,3.4345,0.46,Pinus banksiana,original_Diaz,tree,GIFT
Pinus canariensis,120.99,9.73,68.823,31.749,103.479,0.61,Pinus canariensis,original_Diaz,tree,GIFT
Pinus cembra,74.17,16.9,216.554,19.73,233.2508,0.46,Pinus cembra,original_Diaz,tree,GIFT
Pinus clausa,69.75,13.2,154.048,20.012,6.032,0.51,Pinus clausa,original_Diaz,tree,GIFT
Pinus contorta,50,11.314,266.867,21.373,4.2359,0.43,Pinus contorta,original_Diaz,tree,GIFT
Pinus densiflora,75,13.172,295.159,36,9.3974,0.41,Pinus densiflora,original_Diaz,tree,GIFT
Pinus edulis,125,11.317,408.163,11.909,234.1545,0.57,Pinus edulis,original_Diaz,tree,GIFT
Pinus elliottii,241.14,9.435,285.621,13.54,33.037,0.585,Pinus elliottii,original_Diaz,tree,GIFT
Pinus flexilis,220,11.2,366.3,16.571,105.5077,0.42,Pinus flexilis,original_Diaz,tree,GIFT
Pinus halepensis,70.42,11.759,228.815,17.659,19.7719,0.604,Pinus halepensis,original_Diaz,tree,GIFT
Pinus jeffreyi,170.5,11.531,329.789,52.966,124.4945,0.383,Pinus jeffreyi,original_Diaz,tree,GIFT
Pinus koraiensis,89.12,13.639,91.511,31.072,480.1011,0.37,Pinus koraiensis,original_Diaz,tree,GIFT
Pinus massoniana,79,10.11,143.171,30,13.55,0.478,Pinus massoniana,original_Diaz,tree,GIFT
Pinus monophylla,64,9.204,757.663,9.898,445.797,0.475,Pinus monophylla,original_Diaz,tree,GIFT
Pinus nigra,110.94,10.216,227.93,33.006,19.0121,0.611,Pinus nigra,original_Diaz,tree,GIFT
Pinus palustris,299.25,9.323,303.188,18.77,95.2917,0.62,Pinus palustris,original_Diaz,tree,GIFT
Pinus pinaster,253.8,10.125,411.373,21.792,54.5613,0.527,Pinus pinaster,original_Diaz,tree,GIFT
Pinus pinea,137.9,11.496,237.62,27.402,653.0717,0.582,Pinus pinea,original_Diaz,tree,GIFT
Pinus ponderosa,160,11.17,287.385,38.301,35.7087,0.386,Pinus ponderosa,original_Diaz,tree,GIFT
Pinus radiata,82.79,13.313,190.289,26.313,30.8424,0.47,Pinus radiata,original_Diaz,tree,GIFT
Pinus resinosa,215.64,11.812,250.057,19.028,8.2253,0.417,Pinus resinosa,original_Diaz,tree,GIFT
Pinus rigida,315,13.207,204.499,17.74,7.3159,0.52,Pinus rigida,original_Diaz,tree,GIFT
Pinus serotina,630,8.704,278.552,25.783,8.3005,0.58,Pinus serotina,original_Diaz,tree,GIFT
Pinus strobiformis,40.39,12.881,144.309,28.46,185.7248,0.405,Pinus strobiformis,original_Diaz,tree,GIFT
Pinus strobus,96.83,13.37,156.49,32.681,16.0472,0.383,Pinus strobus,original_Diaz,tree,GIFT
Pinus sylvestris,71.55,12.868,209.676,25.868,7.4262,0.541,Pinus sylvestris,original_Diaz,tree,GIFT
Pinus taeda,154.91,10.466,184.761,21.229,26.0418,0.5,Pinus taeda,original_Diaz,tree,GIFT
Pinus uncinata,37.46,10.793,266.906,16.355,10.8114,0.513,Pinus uncinata,original_Diaz,tree,GIFT
Pinus virginiana,49.85,10.993,221.791,24.031,8.4315,0.52,Pinus virginiana,original_Diaz,tree,GIFT
Piper aequale,4850.22,25.898,47.233,4.025,0.06,0.46,Piper aequale,original_Diaz,shrub,GIFT
Piper arboreum,8334.46,34.042,46.542,6.067,1.01,0.374,Piper arboreum,original_Diaz,herb,GIFT
Piper colonense,6508.75,28.962,42.277,4.585,0.65,0.345,Piper colonense,original_Diaz,shrub,GIFT
Piper cordulatum,5504.75,23.028,72.808,4.354,2.7591,0.365,Piper trinervium,original_Diaz,shrub,GIFT
Piptocoma discolor,3625.16,25.249,78.601,5.678,0.4,0.47,Piptocoma discolor,original_Diaz,tree,GIFT
Piscidia carthagenensis,675,29.538,87.819,3.578,64.52,0.719,Piscidia carthagenensis,original_Diaz,tree,GIFT
Pittoniotis trichantha,12359.27,19.485,78.187,15,8.145,0.605,Pittoniotis trichantha,original_Diaz,tree,GIFT
Planchonia careya,4248.89,16.274,104.264,11.862,104.8,0.85,Planchonia careya,original_Diaz,tree,GIFT
Plantago albicans,151,22.052,118.765,0.245,0.896,0.236,Plantago albicans,original_Diaz,herb,GIFT
Plantago argyrea,130,17.36,80.645,0.08,1.45,0.222,Plantago argyrea,original_Diaz,herb,GIFT
Plantago atrata,934.29,18.242,83.355,0.109,2.9357,0.211,Plantago atrata,original_Diaz,herb,GIFT
Plantago ciliata,73.74,25.932,74.102,0.016,2.13,0.217,Plantago ciliata,original_Diaz,herb,GIFT
Plantago coronopus,199.98,11.78,62.319,0.073,0.1557,0.15,Plantago coronopus,original_Diaz,herb,GIFT
Plantago lanceolata,974.36,22.454,53.748,0.179,1.3628,0.23,Plantago lanceolata,original_Diaz,herb,GIFT
Plantago major,4852.23,18.803,53.228,0.167,0.2197,0.18,Plantago major,original_Diaz,herb,GIFT
Plantago maritima,749.42,15.37,97.759,0.192,0.5613,0.265,Plantago maritima,original_Diaz,herb,GIFT
Plantago media,4662.67,21.655,52.872,0.203,0.3339,0.178,Plantago media,original_Diaz,herb,GIFT
Plantago ovata,24.9,28.367,110.326,0.1,1.8338,0.219,Plantago ovata,original_Diaz,herb,GIFT
Plantago rugelii,15492.92,16.523,64.515,0.11,1.3545,0.226,Plantago rugelii,original_Diaz,herb,GIFT
Platanthera bifolia,4089.94,26.3,39.47,0.248,0.0012,0.113,Platanthera bifolia,original_Diaz,herb,GIFT
Platanus occidentalis,16935,17.006,50.306,32.955,2.8528,0.427,Platanus occidentalis,original_Diaz,tree,GIFT
Platycladus orientalis,3.56,15.561,219.618,13.286,18.8249,0.515,Platycladus orientalis,original_Diaz,tree,GIFT
Platymiscium pinnatum,5750.16,28.65,61.128,33.24,242.5132,0.73,Platymiscium pinnatum,original_Diaz,tree,GIFT
Platypodium elegans,431.05,45.954,46.839,38.056,672.4815,0.767,Platypodium elegans,original_Diaz,tree,GIFT
Pleuranthodendron lindenii,4466.07,14.782,85.856,22.361,46,0.68,Pleuranthodendron lindenii,original_Diaz,tree,GIFT
Poa alpina,96.98,16.355,65.304,0.158,0.3496,0.261,Poa alpina,original_Diaz,herb,GIFT
Poa angustifolia,429.26,14,50.564,0.539,0.1602,0.319,Poa angustifolia,original_Diaz,herb,GIFT
Poa annua,123.1,35.481,26.096,0.092,0.2376,0.159,Poa annua,original_Diaz,herb,GIFT
Poa bulbosa,59.6,17.534,33.585,0.167,0.4852,0.231,Poa bulbosa,original_Diaz,herb,GIFT
Poa colensoi,46.75,9.51,78.262,0.141,0.19,0.37,Poa colensoi,original_Diaz,herb,GIFT
Poa compressa,203.62,13.67,52.956,0.305,0.2097,0.277,Poa compressa,original_Diaz,herb,GIFT
Poa fendleriana,118.6,14.15,135.135,0.395,0.2979,0.256,Poa fendleriana,original_Diaz,herb,GIFT
Poa glauca,148.57,5,77.669,0.386,0.3084,0.216,Poa glauca,original_Diaz,herb,GIFT
Poa nemoralis,526.98,22.08,28.311,0.461,0.1326,0.478,Poa nemoralis,original_Diaz,herb,GIFT
Poa pratensis,441.04,17.382,47.782,0.367,0.255,0.21,Poa pratensis,original_Diaz,herb,GIFT
Poa stuckertii,2356.52,11.394,163.199,0.843,0.28,0.378,Poa stuckertii,original_Diaz,herb,GIFT
Poa supina,192.25,31.217,25.275,0.101,0.4,0.153,Poa supina,original_Diaz,herb,GIFT
Poa trivialis,243.49,26.443,24.337,0.583,0.1799,0.227,Poa trivialis,original_Diaz,herb,GIFT
Podocarpus latifolius,624.02,11.325,259.478,30,256.41,0.46,Podocarpus latifolius,original_Diaz,tree,GIFT
Podocarpus nubigenus,40,8.307,202.237,25.92,401.07,0.482,Podocarpus nubigenus,original_Diaz,tree,GIFT
Polygala chamaebuxus,145.08,13.97,84.365,0.121,9.2261,0.211,Polygaloides chamaebuxus,original_Diaz,herb,GIFT
Polygala polygama,36,18.3,55.556,0.195,1.64,0.211,Polygala polygama,original_Diaz,herb,GIFT
Polygala vulgaris,67.86,26.239,54.792,0.121,1.7903,0.227,Polygala vulgaris,original_Diaz,herb,GIFT
Polygonatum multiflorum,1607.46,30,22.81,0.423,23.2189,0.127,Polygonatum multiflorum,original_Diaz,herb,GIFT
Polygonatum odoratum,2141.55,29.748,31.246,0.261,25.9413,0.18,Polygonatum odoratum,original_Diaz,herb,GIFT
Polygonatum verticillatum,1003,34.45,23.68,0.453,35.7879,0.127,Polygonatum verticillatum,original_Diaz,herb,GIFT
Polygonum aviculare,338.25,31.426,38.011,0.283,1.3133,0.375,Polygonum aviculare,original_Diaz,herb,GIFT
Polygonum douglasii,50,19.35,83.333,0.12,1.3454,0.388,Polygonum douglasii,original_Diaz,herb,GIFT
Polygonum rurivagum,32,39.473,41.26,0.3,2.0746,0.212,Polygonum rurivagum,original_Diaz,herb,GIFT
Polylepis australis,520.61,18.932,115.775,3.412,5,0.925,Polylepis australis,original_Diaz,tree,GIFT
Pongamia pinnata,4265.45,27.9,60.423,15,1629.8913,0.591,Pongamia pinnata,original_Diaz,tree,GIFT
Pontederia cordata,7300,14,89.206,0.985,90.57,0.118,Pontederia cordata,original_Diaz,herb,GIFT
Populus alba,2226,21.453,74.617,27.371,0.12,0.451,Populus alba,original_Diaz,tree,GIFT
Populus balsamifera,2774,17.566,72.756,18.337,1.0156,0.383,Populus balsamifera,original_Diaz,tree,GIFT
Populus deltoides,8400,21.927,86.378,33.118,0.9918,0.423,Populus deltoides,original_Diaz,tree,GIFT
Populus grandidentata,4813.78,23.758,52.381,16.209,0.1369,0.43,Populus grandidentata,original_Diaz,tree,GIFT
Populus nigra,2294.32,20.765,81.466,24.785,0.6775,0.415,Populus nigra,original_Diaz,tree,GIFT
Populus tremula,2265.01,26.063,70.525,18.252,0.1113,0.461,Populus tremula,original_Diaz,tree,GIFT
Populus tremula var. davidiana,1381.67,21.21,65.993,16.719,0.0928,0.4,Populus tremula,original_Diaz,tree,GIFT
Populus tremuloides,2066.58,20.804,69.52,16.707,0.117,0.382,Populus tremuloides,original_Diaz,tree,GIFT
Portulaca oleracea,47.55,19.29,63.751,0.104,0.1418,0.148,Portulaca oleracea,original_Diaz,herb,GIFT
Posoqueria latifolia,10901.56,20.667,87.257,13.678,196.48,0.571,Posoqueria latifolia,original_Diaz,tree,GIFT
Potamogeton alpinus,749.58,36.585,13.265,0.238,2.1817,0.151,Potamogeton alpinus,original_Diaz,herb,GIFT
Potamogeton berchtoldii,40.86,34.777,14.878,0.316,0.9531,0.142,Potamogeton berchtoldii,original_Diaz,herb,GIFT
Potamogeton crispus,337.09,35.984,16.39,0.497,0.09,0.05,Potamogeton crispus,original_Diaz,herb,GIFT
Potamogeton lucens,1953.85,46.685,19.39,1.342,5.008,0.138,Potamogeton lucens,original_Diaz,herb,GIFT
Potamogeton natans,2369.5,38.114,35.384,0.165,5.7488,0.186,Potamogeton natans,original_Diaz,herb,GIFT
Potamogeton nodosus,3454.16,34.912,35.429,0.389,3.83,0.15,Potamogeton nodosus,original_Diaz,herb,GIFT
Potamogeton perfoliatus,648.45,35.598,19.312,0.548,3.3661,0.155,Potamogeton perfoliatus,original_Diaz,herb,GIFT
Potentilla alba,1561.09,35.457,68.373,0.116,0.6,0.266,Potentilla alba,original_Diaz,herb,GIFT
Potentilla anserina,928.14,24.975,52.045,0.161,0.5916,0.206,Argentina anserina,original_Diaz,herb,GIFT
Potentilla aurea,1012.5,28.827,45.875,0.088,0.33,0.222,Potentilla aurea,original_Diaz,herb,GIFT
Potentilla crantzii,71.23,28.7,65.83,0.089,0.4849,0.248,Potentilla crantzii,original_Diaz,herb,GIFT
Potentilla crinita,600,21.27,90.909,0.05,0.94,0.287,Potentilla crinita,original_Diaz,herb,GIFT
Potentilla erecta,109.62,22.926,41.274,0.167,0.2715,0.348,Potentilla erecta,original_Diaz,herb,GIFT
Potentilla hippiana,977.7,19.716,91.743,0.07,0.6161,0.24,Potentilla hippiana,original_Diaz,herb,GIFT
Potentilla neumanniana,317.31,17.678,72.798,0.049,0.788,0.276,Potentilla pusilla,original_Diaz,herb,GIFT
Potentilla norvegica,1673.94,19.285,47.047,0.513,0.1,0.26,Potentilla norvegica,original_Diaz,herb,GIFT
Potentilla reptans,1163.93,26.678,43.273,0.116,0.2882,0.201,Potentilla reptans,original_Diaz,herb,GIFT
Potentilla subviscosa,310,18.67,67.568,0.02,0.19,0.253,Potentilla subviscosa,original_Diaz,herb,GIFT
Poulsenia armata,21614.12,17.439,92.251,36.404,72.0433,0.397,Poulsenia armata,original_Diaz,tree,GIFT
Pourouma bicolor,80875.08,19.394,90.116,18.782,319.56,0.37,Pourouma bicolor,original_Diaz,tree,GIFT
Pourouma cecropiifolia,19938.67,20.065,76.73,21.011,500,0.34,Pourouma cecropiifolia,original_Diaz,tree,GIFT
Pouteria campechiana,11028.92,25.9,73.099,8.956,1350,0.775,Pouteria campechiana,original_Diaz,tree,GIFT
Pouteria cladantha,6556.9,38.21,75.358,25,503.8731,0.821,Pouteria cladantha,original_Diaz,tree,GIFT
Pouteria cuspidata,4894.36,15.039,107.273,31.568,340,0.745,Pouteria cuspidata,original_Diaz,tree,GIFT
Pouteria durlandii,5259.24,19.326,106.103,17.784,1800,0.635,Pouteria durlandii,original_Diaz,tree,GIFT
Pouteria ephedrantha,7286.03,15.76,122.399,40,16632.94,0.725,Pouteria ephedrantha,original_Diaz,tree,GIFT
Pouteria glomerata,8168.61,35.28,79.29,24.764,811.3877,0.634,Pouteria glomerata,original_Diaz,tree,GIFT
Pouteria guianensis,10190.72,25.991,95.42,38.879,2751.7053,0.871,Pouteria guianensis,original_Diaz,tree,GIFT
Pouteria laevigata,3258.74,32.605,52.641,30.34,6000,0.677,Pouteria laevigata,original_Diaz,tree,GIFT
Pouteria macrophylla,7461.49,20.106,78.949,29.363,9150,0.765,Pouteria macrophylla,original_Diaz,tree,GIFT
Pouteria reticulata,5956.33,25.201,69.478,26.405,581.82,0.702,Pouteria reticulata,original_Diaz,tree,GIFT
Pradosia cochlearia,1410.14,13.089,145.601,25.669,2000,0.73,Pradosia cochlearia,original_Diaz,tree,GIFT
Prenanthes purpurea,2945.25,30,15.184,0.789,0.28,0.159,Prenanthes purpurea,original_Diaz,herb,GIFT
Primula auricula,2711,22.579,31.898,0.114,0.2675,0.133,Primula auricula,original_Diaz,herb,GIFT
Primula elatior,4203.38,22.419,40.125,0.136,0.654,0.167,Primula elatior,original_Diaz,herb,GIFT
Primula farinosa,220.5,21.536,43.584,0.13,0.0673,0.185,Primula farinosa,original_Diaz,herb,GIFT
Primula glaucescens,609.09,13.904,85.296,0.072,0.2646,0.198,Primula glaucescens,original_Diaz,herb,GIFT
Primula hirsuta,232.44,35.349,55.352,0.056,0.19,0.16,Primula hirsuta,original_Diaz,herb,GIFT
Primula veris,3032.48,16.4,51.321,0.151,0.8344,0.227,Primula veris,original_Diaz,herb,GIFT
Primula vulgaris,4278.47,23.927,30.698,0.097,0.9502,0.174,Primula vulgaris,original_Diaz,herb,GIFT
Prioria copaifera,3180.68,20.819,94.165,38.146,44844.8425,0.405,Prioria copaifera,original_Diaz,tree,GIFT
Prosopis alba,33.39,23.24,117.37,9.999,49.9,0.767,Prosopis alba,original_Diaz,tree,GIFT
Prosopis flexuosa,37.46,32.775,68.832,5.662,28,0.762,Prosopis flexuosa,original_Diaz,tree,GIFT
Prosopis nigra,18.52,31.28,73.3,7.9,100,0.832,Prosopis nigra,original_Diaz,tree,GIFT
Prosopis torquata,1.59,26.6,52.16,3.08,16,1.18,Prosopis torquata,original_Diaz,shrub,GIFT
Protea laurifolia,1437.28,6.371,338.461,1.584,16.005,0.525,Protea laurifolia,original_Diaz,shrub,GIFT
Protea repens,460.32,5.923,293.943,3,59.203,0.579,Protea repens,original_Diaz,shrub,GIFT
Protium heptaphyllum,3743.28,16.352,81.367,20,116.61,0.709,Protium heptaphyllum,original_Diaz,tree,GIFT
Protium panamense,13409.6,18.11,100.621,21.847,1374.2352,0.467,Protium panamense,original_Diaz,tree,GIFT
Protium tenuifolium,7331.24,17.11,81.979,22.81,177.3884,0.578,Protium tenuifolium,original_Diaz,tree,GIFT
Prunella grandiflora,204.82,18.414,52.975,0.15,1.0374,0.19,Prunella grandiflora,original_Diaz,herb,GIFT
Prunella laciniata,316.25,14.551,60.707,0.156,1.1842,0.21,Prunella laciniata,original_Diaz,herb,GIFT
Prunella vulgaris,472.55,19.172,34.864,0.145,0.73,0.167,Prunella vulgaris,original_Diaz,herb,GIFT
Prunus armeniaca,1291.22,21.157,97.805,4.214,1212.1041,0.67,Prunus armeniaca,original_Diaz,tree,GIFT
Prunus avium,2141.06,20.767,56.703,16.56,185.4882,0.6,Prunus avium,original_Diaz,tree,GIFT
Prunus cerasifera,1969.79,18.25,49.524,6.617,546.8718,0.678,Prunus cerasifera,original_Diaz,tree,GIFT
Prunus cerasoides,4111.5,27.85,143.219,10,319.8534,0.63,Prunus cerasoides,original_Diaz,tree,GIFT
Prunus ilicifolia,714.46,17.797,162.348,6.226,1309.2617,0.73,Prunus ilicifolia,original_Diaz,tree,GIFT
Prunus mahaleb,706.76,20.217,64.403,5.247,83.6934,0.767,Prunus mahaleb,original_Diaz,tree,GIFT
Prunus padus,3141.59,20.411,52.643,10.048,80.9336,0.45,Prunus padus,original_Diaz,tree,GIFT
Prunus pensylvanica,2047.7,23.478,60.791,11.109,39.0131,0.36,Prunus pensylvanica,original_Diaz,tree,GIFT
Prunus persica,2094.53,38.724,54.332,8,2238.0787,0.655,Prunus persica,original_Diaz,tree,GIFT
Prunus serotina,2115.27,25.296,58.109,13.313,98.5236,0.605,Prunus serotina,original_Diaz,tree,GIFT
Prunus spinosa,419.61,26.591,66.66,2.054,140.6813,0.55,Prunus spinosa,original_Diaz,shrub,GIFT
Pseudobombax septenatum,6173.42,20.314,70.795,32.495,61.7849,0.204,Pseudobombax septenatum,original_Diaz,tree,GIFT
Pseudocymopterus montanus,500,28.196,70.922,0.23,2.1249,0.253,Cymopterus lemmonii,original_Diaz,herb,GIFT
Pseudognaphalium macounii,200,22.95,52.632,0.2,0.04,0.169,Pseudognaphalium macounii,original_Diaz,herb,GIFT
Pseudolmedia glabrata,5460.38,11.45,69.361,30,500,0.7,Pseudolmedia glabrata,original_Diaz,tree,GIFT
Pseudolmedia laevis,3955.55,19.059,93.549,39.616,279.43,0.568,Pseudolmedia laevis,original_Diaz,tree,GIFT
Pseudomalmea diclina,6326.88,28.776,48.362,35,657.35,0.815,Pseudomalmea diclina,original_Diaz,tree,GIFT
Pseudosclerochloa rupestris,84,15.856,76.336,0.26,0.4629,0.225,Puccinellia rupestris,original_Diaz,herb,GIFT
Pseudotsuga menziesii,31.17,11.841,161.131,65.28,12.6048,0.457,Pseudotsuga menziesii,original_Diaz,tree,GIFT
Psidium cattleianum,1149,12.338,182.54,6.675,20,1.12,Psidium cattleyanum,original_Diaz,tree,GIFT
Psidium friedrichsthalianum,2402.21,17.29,56.672,13.129,41.1044,0.74,Psidium friedrichsthalianum,original_Diaz,tree,GIFT
Psidium guajava,3048.58,18.963,107.284,9.134,10.3255,0.68,Psidium guajava,original_Diaz,tree,GIFT
Psychotria chagrensis,1138.38,19.647,42.247,3.438,18.8847,0.595,Psychotria chagrensis,original_Diaz,shrub,GIFT
Psychotria cuspidata,4567.94,27.343,29.067,2.92,12.2642,0.528,Palicourea cuspidata,original_Diaz,tree,GIFT
Psychotria deflexa,3256.76,32.375,43.043,3.426,4.0988,0.545,Palicourea deflexa,original_Diaz,shrub,GIFT
Psychotria horizontalis,5766.91,12.919,57.516,2.25,6.3166,0.645,Psychotria horizontalis,original_Diaz,shrub,GIFT
Psychotria limonensis,14633.36,15,52.2,2.597,7.5219,0.375,Psychotria limonensis,original_Diaz,shrub,GIFT
Psychotria marginata,4745.42,13.5,64.166,4.214,10.3187,0.585,Psychotria marginata,original_Diaz,shrub,GIFT
Pteleopsis myrtifolia,230,22.51,107.527,14.142,31.65,0.534,Terminalia myrtifolia,original_Diaz,tree,GIFT
